@relation whatever

@attribute Component0 numeric
@attribute Component1 numeric
@attribute Component2 numeric
@attribute Component3 numeric
@attribute Component4 numeric
@attribute type {'0','1'}


@data
0.6772032207237636, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.1683627123003641, 2.0488759635472222, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.3258004491179991, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.267077457829513, -0.08833280785147697, -0.47188866409294655, 0.06065490374967923, 0.0,0
-1.1683627123003641, 1.8114083222807, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.267077457829513, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.062014576382387505, -0.8007357316510434, 1.3896455339928342, -0.5332943228231996, 0.0,0
-1.3734255937474895, 1.5739406810141778, 0.4588784349499438, -0.5332943228231996, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.3481111865118631, 1.0990053984811334, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.1683627123003641, 0.8615377572146116, 0.4588784349499438, 0.654604130322558, 0.0,0
0.4721403392766381, -0.3258004491179991, -0.1616329644119831, 0.06065490374967923, 0.0,0
0.4721403392766381, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, 0.06065490374967923, 0.0,0
-0.7582369494061137, 1.0990053984811334, 0.14862273526898034, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.1616329644119831, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.3258004491179991, -0.47188866409294655, 0.06065490374967923, 0.0,0
-0.7582369494061137, 0.3866024746815673, 1.0793898343118709, -0.5332943228231996, 0.0,0
0.062014576382387505, -0.3258004491179991, -0.47188866409294655, 1.2485533568954368, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -1.0382033729175655, -0.47188866409294655, 0.654604130322558, 0.0,0
-1.1683627123003641, 1.8114083222807, -0.1616329644119831, -0.5332943228231996, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.5632680903845212, -0.1616329644119831, -0.5332943228231996, 0.0,0
-0.7582369494061137, 1.3364730397476559, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.267077457829513, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.9632998308532389, 1.5739406810141778, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.8007357316510434, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.267077457829513, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -1.0382033729175655, -0.1616329644119831, 0.06065490374967923, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.5531740679589883, 0.8615377572146116, -0.1616329644119831, -0.5332943228231996, 0.0,0
-1.1683627123003641, 1.5739406810141778, 0.14862273526898034, -0.5332943228231996, 0.0,0
0.062014576382387505, -0.8007357316510434, -0.47188866409294655, 3.030401036614073, 0.0,0
1.0873289836180138, -1.0382033729175655, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.062014576382387505, 0.6240701159480894, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.267077457829513, 0.3866024746815673, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.9632998308532389, 1.3364730397476559, -0.1616329644119831, 0.06065490374967923, 0.0,0
0.4721403392766381, -0.3258004491179991, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.6772032207237636, -0.8007357316510434, -0.47188866409294655, 1.2485533568954368, 0.0,0
-0.14304830506473762, 0.3866024746815673, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.4721403392766381, -1.0382033729175655, -0.47188866409294655, 2.436451810041194, 0.0,0
-0.14304830506473762, 0.6240701159480894, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.3734255937474895, 2.2863436048137444, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.9632998308532389, 0.8615377572146116, 0.4588784349499438, 0.06065490374967923, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.14304830506473762, -0.08833280785147697, -0.1616329644119831, 0.654604130322558, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.8822661021708891, -1.0382033729175655, -0.1616329644119831, 0.06065490374967923, 0.0,0
0.6772032207237636, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.08833280785147697, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.4721403392766381, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.6772032207237636, -0.5632680903845212, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.8007357316510434, -0.47188866409294655, 0.654604130322558, 0.0,0
-0.14304830506473762, 0.14913483341504516, -0.47188866409294655, 0.654604130322558, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.267077457829513, -0.5632680903845212, -0.47188866409294655, 1.2485533568954368, 0.0,0
-1.1683627123003641, 0.8615377572146116, 1.0793898343118709, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.7582369494061137, 1.3364730397476559, -0.1616329644119831, -0.5332943228231996, 0.0,0
1.0873289836180138, -1.0382033729175655, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.8822661021708891, -0.8007357316510434, -0.1616329644119831, 0.06065490374967923, 0.0,0
-0.9632998308532389, 1.5739406810141778, -0.1616329644119831, -0.5332943228231996, 0.0,0
-1.1683627123003641, 0.3866024746815673, 1.6999012336737975, -0.5332943228231996, 0.0,0
-0.9632998308532389, 1.5739406810141778, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.5632680903845212, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.5632680903845212, -0.47188866409294655, 0.654604130322558, 0.0,0
0.8822661021708891, -1.0382033729175655, -0.1616329644119831, 0.06065490374967923, 0.0,0
-1.5784884751946149, 1.8114083222807, 0.14862273526898034, -0.5332943228231996, 0.0,0
0.6772032207237636, -1.0382033729175655, -0.47188866409294655, 1.2485533568954368, 0.0,0
0.8822661021708891, -0.8007357316510434, -0.47188866409294655, 0.654604130322558, 0.0,0
-1.1683627123003641, 0.8615377572146116, 1.0793898343118709, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.6240701159480894, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.14913483341504516, -0.47188866409294655, 0.654604130322558, 0.0,0
-0.7582369494061137, 1.3364730397476559, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.1683627123003641, 1.5739406810141778, 0.14862273526898034, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.3258004491179991, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.4721403392766381, -0.08833280785147697, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.8822661021708891, -0.8007357316510434, -0.1616329644119831, 0.06065490374967923, 0.0,0
-1.1683627123003641, 1.8114083222807, -0.1616329644119831, -0.5332943228231996, 0.0,0
-0.7582369494061137, 1.3364730397476559, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, -1.0382033729175655, -0.47188866409294655, 2.436451810041194, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.3258004491179991, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.7582369494061137, 0.8615377572146116, 0.14862273526898034, -0.5332943228231996, 0.0,0
0.267077457829513, -0.08833280785147697, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.6772032207237636, -0.3258004491179991, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.3734255937474895, 2.2863436048137444, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.1683627123003641, 0.6240701159480894, 1.3896455339928342, -0.5332943228231996, 0.0,0
-0.9632998308532389, 0.8615377572146116, 0.4588784349499438, 0.06065490374967923, 0.0,0
-0.9632998308532389, 1.8114083222807, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.3258004491179991, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.1683627123003641, 1.8114083222807, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.3734255937474895, 2.0488759635472222, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.3258004491179991, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.6240701159480894, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.1683627123003641, 0.3866024746815673, 1.3896455339928342, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.3258004491179991, -0.1616329644119831, -0.5332943228231996, 0.0,0
-1.3734255937474895, 2.2863436048137444, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.14304830506473762, 0.3866024746815673, -0.1616329644119831, -0.5332943228231996, 0.0,0
-1.1683627123003641, 1.8114083222807, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, 0.06065490374967923, 0.0,0
-1.1683627123003641, 0.8615377572146116, 0.7691341346309073, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.14304830506473762, 0.8615377572146116, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.1683627123003641, 0.3866024746815673, 1.3896455339928342, -0.5332943228231996, 0.0,0
-1.3734255937474895, 2.0488759635472222, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.062014576382387505, -0.8007357316510434, 1.3896455339928342, -0.5332943228231996, 0.0,0
-0.5531740679589883, 0.6240701159480894, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.8007357316510434, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.4721403392766381, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.7582369494061137, 1.0990053984811334, 0.14862273526898034, -0.5332943228231996, 0.0,0
0.8822661021708891, -1.0382033729175655, -0.47188866409294655, 0.654604130322558, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.1683627123003641, 0.8615377572146116, 0.7691341346309073, -0.5332943228231996, 0.0,0
-0.9632998308532389, 1.5739406810141778, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.8007357316510434, -0.47188866409294655, 0.654604130322558, 0.0,0
0.4721403392766381, -0.8007357316510434, -0.47188866409294655, 1.2485533568954368, 0.0,0
0.6772032207237636, -0.5632680903845212, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.497454746512265, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.267077457829513, -0.5632680903845212, -0.47188866409294655, 1.8425025834683155, 0.0,0
-0.9632998308532389, 1.8114083222807, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -1.0382033729175655, -0.47188866409294655, 0.654604130322558, 0.0,0
0.267077457829513, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.3258004491179991, -0.47188866409294655, 0.06065490374967923, 0.0,0
-1.3734255937474895, 1.5739406810141778, 0.14862273526898034, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.3866024746815673, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.267077457829513, -0.3258004491179991, -0.47188866409294655, 0.654604130322558, 0.0,0
-0.9632998308532389, 1.5739406810141778, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.8822661021708891, -1.0382033729175655, -0.47188866409294655, 0.654604130322558, 0.0,0
-1.3734255937474895, 1.5739406810141778, 0.14862273526898034, -0.5332943228231996, 0.0,0
-0.9632998308532389, 1.5739406810141778, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.9632998308532389, 1.0990053984811334, 0.14862273526898034, -0.5332943228231996, 0.0,0
0.4721403392766381, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.062014576382387505, 0.6240701159480894, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.9632998308532389, 1.5739406810141778, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.5632680903845212, -0.1616329644119831, 0.06065490374967923, 0.0,0
-0.14304830506473762, 0.8615377572146116, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.8007357316510434, -0.47188866409294655, 0.654604130322558, 0.0,0
0.062014576382387505, 0.14913483341504516, -0.1616329644119831, 0.06065490374967923, 0.0,0
0.062014576382387505, 0.3866024746815673, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.6772032207237636, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.8007357316510434, -0.1616329644119831, 0.06065490374967923, 0.0,0
-0.9632998308532389, 0.8615377572146116, -0.1616329644119831, 1.2485533568954368, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.5632680903845212, -0.47188866409294655, 0.654604130322558, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.267077457829513, -1.0382033729175655, -0.1616329644119831, 1.8425025834683155, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.3866024746815673, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.7582369494061137, -1.0382033729175655, -0.47188866409294655, 6.000147169478467, 0.0,0
-0.14304830506473762, 0.8615377572146116, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.9632998308532389, 0.3866024746815673, 0.7691341346309073, 0.654604130322558, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.4721403392766381, -0.3258004491179991, -0.1616329644119831, 0.06065490374967923, 0.0,0
-0.3481111865118631, 0.6240701159480894, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.4721403392766381, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.8007357316510434, -0.47188866409294655, 0.654604130322558, 0.0,0
0.267077457829513, 0.3866024746815673, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.3258004491179991, -0.1616329644119831, 0.06065490374967923, 0.0,0
0.062014576382387505, -0.5632680903845212, -0.47188866409294655, 1.8425025834683155, 0.0,0
-1.1683627123003641, 0.8615377572146116, 0.7691341346309073, -0.5332943228231996, 0.0,0
0.8822661021708891, -1.0382033729175655, -0.47188866409294655, 0.654604130322558, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.3734255937474895, 1.0990053984811334, 0.4588784349499438, 0.654604130322558, 0.0,0
0.6772032207237636, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.3481111865118631, 0.8615377572146116, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.267077457829513, -0.5632680903845212, 0.7691341346309073, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.3866024746815673, -0.1616329644119831, -0.5332943228231996, 0.0,0
-0.5531740679589883, 0.8615377572146116, -0.1616329644119831, 0.06065490374967923, 0.0,0
-0.9632998308532389, 1.3364730397476559, -0.1616329644119831, -0.5332943228231996, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, 0.06065490374967923, 0.0,0
-0.9632998308532389, 0.8615377572146116, 0.4588784349499438, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.14913483341504516, -0.47188866409294655, 0.06065490374967923, 0.0,0
-1.5784884751946149, 2.523811246080266, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.5531740679589883, 0.6240701159480894, -0.1616329644119831, 0.06065490374967923, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.8007357316510434, -0.47188866409294655, 0.654604130322558, 0.0,0
0.6772032207237636, -0.3258004491179991, -0.47188866409294655, 0.06065490374967923, 0.0,0
-0.7582369494061137, 1.3364730397476559, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.267077457829513, 0.3866024746815673, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.9632998308532389, 1.8114083222807, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.3866024746815673, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.14913483341504516, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.7582369494061137, 1.0990053984811334, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.8007357316510434, 0.14862273526898034, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.3258004491179991, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.5632680903845212, -0.1616329644119831, 0.06065490374967923, 0.0,0
-1.3734255937474895, 2.0488759635472222, -0.1616329644119831, -0.5332943228231996, 0.0,0
-0.5531740679589883, 1.0990053984811334, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.4721403392766381, -1.0382033729175655, -0.47188866409294655, 1.8425025834683155, 0.0,0
0.267077457829513, -0.8007357316510434, -0.47188866409294655, 2.436451810041194, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.1683627123003641, 0.8615377572146116, 0.7691341346309073, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.7582369494061137, 1.0990053984811334, 0.14862273526898034, -0.5332943228231996, 0.0,0
0.4721403392766381, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.5632680903845212, -0.47188866409294655, 1.2485533568954368, 0.0,0
0.4721403392766381, -1.0382033729175655, -0.1616329644119831, 1.2485533568954368, 0.0,0
0.267077457829513, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.3258004491179991, -0.1616329644119831, -0.5332943228231996, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.267077457829513, -0.08833280785147697, 0.14862273526898034, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.9632998308532389, 1.8114083222807, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.3481111865118631, 1.0990053984811334, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.3258004491179991, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.3866024746815673, -0.1616329644119831, -0.5332943228231996, 0.0,0
-0.14304830506473762, 0.6240701159480894, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.267077457829513, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.6772032207237636, -0.8007357316510434, -0.47188866409294655, 1.2485533568954368, 0.0,0
0.6772032207237636, -0.3258004491179991, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.6772032207237636, -0.5632680903845212, -0.1616329644119831, 0.06065490374967923, 0.0,0
0.6772032207237636, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.14304830506473762, 0.6240701159480894, -0.1616329644119831, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.08833280785147697, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.0873289836180138, -1.0382033729175655, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.4721403392766381, -0.8007357316510434, -0.47188866409294655, 1.2485533568954368, 0.0,0
0.267077457829513, -0.08833280785147697, -0.47188866409294655, 0.06065490374967923, 0.0,0
-0.9632998308532389, 1.5739406810141778, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.08833280785147697, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.0873289836180138, -0.8007357316510434, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, 0.06065490374967923, 0.0,0
1.2923918650651394, -1.0382033729175655, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.3734255937474895, 2.0488759635472222, -0.1616329644119831, -0.5332943228231996, 0.0,0
-1.1683627123003641, 1.5739406810141778, 0.14862273526898034, -0.5332943228231996, 0.0,0
-0.3481111865118631, 0.8615377572146116, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.3258004491179991, -0.47188866409294655, 0.654604130322558, 0.0,0
-0.5531740679589883, 0.8615377572146116, 0.14862273526898034, -0.5332943228231996, 0.0,0
-0.14304830506473762, 0.6240701159480894, -0.1616329644119831, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.3866024746815673, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.7582369494061137, 1.5739406810141778, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.267077457829513, -0.8007357316510434, -0.47188866409294655, 1.8425025834683155, 0.0,0
0.062014576382387505, 0.6240701159480894, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.4721403392766381, -0.8007357316510434, -0.47188866409294655, 1.8425025834683155, 0.0,0
0.4721403392766381, -0.08833280785147697, -0.47188866409294655, -0.5332943228231996, 0.0,0
-1.3734255937474895, 1.5739406810141778, 0.14862273526898034, -0.5332943228231996, 0.0,0
-0.14304830506473762, 0.3866024746815673, -0.47188866409294655, 0.06065490374967923, 0.0,0
-0.5531740679589883, 1.0990053984811334, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
-0.9632998308532389, 0.8615377572146116, 0.7691341346309073, -0.5332943228231996, 0.0,0
0.4721403392766381, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.062014576382387505, 0.3866024746815673, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.47188866409294655, 0.06065490374967923, 0.0,0
0.8822661021708891, -0.3258004491179991, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.267077457829513, 0.14913483341504516, -0.47188866409294655, -0.5332943228231996, 0.0,0
1.0873289836180138, -0.5632680903845212, -0.47188866409294655, -0.5332943228231996, 0.0,0
0.8822661021708891, -0.5632680903845212, -0.1616329644119831, -0.5332943228231996, 0.0,0
